latitude_bin,longitude_bin,updated_type,updated_subtype,alert_count
41.91,-87.75,Traffic Jam,Moderate,5
41.91,-87.75,Traffic Jam,Standstill,34
41.91,-87.75,Traffic Jam,Unclassified,53
41.91,-87.74,Accident,Minor,4
41.91,-87.74,Accident,Unclassified,18
41.91,-87.74,Hazard,Road,118
41.91,-87.74,Hazard,Shoulder,12
41.91,-87.74,Hazard,Weather,4
41.91,-87.74,Road Closure,Unclassified,1
41.91,-87.74,Traffic Jam,Heavy,41
41.91,-87.74,Traffic Jam,Moderate,1
41.91,-87.74,Traffic Jam,Standstill,56
41.91,-87.74,Traffic Jam,Unclassified,35
41.91,-87.73,Accident,Major,2
41.91,-87.73,Accident,Minor,2
41.91,-87.73,Accident,Unclassified,26
41.91,-87.73,Hazard,Road,94
41.91,-87.73,Hazard,Shoulder,8
41.91,-87.73,Hazard,Weather,6
41.91,-87.73,Road Closure,Unclassified,4
41.91,-87.73,Traffic Jam,Heavy,143
41.91,-87.73,Traffic Jam,Moderate,2
41.91,-87.73,Traffic Jam,Standstill,88
41.91,-87.73,Traffic Jam,Unclassified,73
41.91,-87.72,Accident,Minor,2
41.91,-87.72,Accident,Unclassified,11
41.91,-87.72,Hazard,Road,80
41.91,-87.72,Hazard,Shoulder,6
41.91,-87.72,Hazard,Weather,3
41.91,-87.72,Road Closure,Unclassified,2
41.91,-87.72,Traffic Jam,Heavy,79
41.91,-87.72,Traffic Jam,Moderate,3
41.91,-87.72,Traffic Jam,Standstill,36
41.91,-87.72,Traffic Jam,Unclassified,36
41.91,-87.71,Accident,Minor,1
41.91,-87.71,Accident,Unclassified,15
41.91,-87.71,Hazard,Road,95
41.91,-87.71,Hazard,Shoulder,12
41.91,-87.71,Hazard,Unclassified,1
41.91,-87.71,Hazard,Weather,3
41.91,-87.71,Road Closure,Construction,1
41.91,-87.71,Road Closure,Event,1
41.91,-87.71,Road Closure,Unclassified,61
41.91,-87.71,Traffic Jam,Heavy,76
41.91,-87.71,Traffic Jam,Moderate,1
41.91,-87.71,Traffic Jam,Standstill,46
41.91,-87.71,Traffic Jam,Unclassified,48
41.91,-87.7,Accident,Major,1
41.91,-87.7,Accident,Minor,1
41.91,-87.7,Accident,Unclassified,17
41.91,-87.7,Hazard,Road,89
41.91,-87.7,Hazard,Shoulder,27
41.91,-87.7,Hazard,Weather,12
41.91,-87.7,Road Closure,Unclassified,39
41.91,-87.7,Traffic Jam,Heavy,354
41.91,-87.7,Traffic Jam,Moderate,6
41.91,-87.7,Traffic Jam,Standstill,97
41.91,-87.7,Traffic Jam,Unclassified,73
41.91,-87.69,Accident,Major,1
41.91,-87.69,Accident,Minor,1
41.91,-87.69,Accident,Unclassified,25
41.91,-87.69,Hazard,Road,109
41.91,-87.69,Hazard,Shoulder,19
41.91,-87.69,Hazard,Weather,11
41.91,-87.69,Road Closure,Unclassified,6
41.91,-87.69,Traffic Jam,Heavy,168
41.91,-87.69,Traffic Jam,Moderate,7
41.91,-87.69,Traffic Jam,Standstill,197
41.91,-87.69,Traffic Jam,Unclassified,75
41.91,-87.68,Accident,Major,5
41.91,-87.68,Accident,Unclassified,10
41.91,-87.68,Hazard,Road,167
41.91,-87.68,Hazard,Shoulder,18
41.91,-87.68,Hazard,Weather,13
41.91,-87.68,Road Closure,Unclassified,31
41.91,-87.68,Traffic Jam,Heavy,213
41.91,-87.68,Traffic Jam,Moderate,5
41.91,-87.68,Traffic Jam,Standstill,328
41.91,-87.68,Traffic Jam,Unclassified,123
41.91,-87.67,Accident,Major,40
41.91,-87.67,Accident,Minor,17
41.91,-87.67,Accident,Unclassified,168
41.91,-87.67,Hazard,Road,630
41.91,-87.67,Hazard,Shoulder,894
41.91,-87.67,Hazard,Unclassified,8
41.91,-87.67,Hazard,Weather,32
41.91,-87.67,Road Closure,Event,2
41.91,-87.67,Road Closure,Unclassified,51
41.91,-87.67,Traffic Jam,Heavy,1335
41.91,-87.67,Traffic Jam,Moderate,40
41.91,-87.67,Traffic Jam,Standstill,866
41.91,-87.67,Traffic Jam,Unclassified,351
41.91,-87.66,Accident,Major,49
41.91,-87.66,Accident,Minor,16
41.91,-87.66,Accident,Unclassified,169
41.91,-87.66,Hazard,Road,830
41.91,-87.66,Hazard,Shoulder,1551
41.91,-87.66,Hazard,Unclassified,11
41.91,-87.66,Hazard,Weather,23
41.91,-87.66,Road Closure,Event,1
41.91,-87.66,Road Closure,Unclassified,4
41.91,-87.66,Traffic Jam,Heavy,2314
41.91,-87.66,Traffic Jam,Moderate,49
41.91,-87.66,Traffic Jam,Standstill,1353
41.91,-87.66,Traffic Jam,Unclassified,581
41.91,-87.65,Accident,Unclassified,41
41.91,-87.65,Hazard,Road,357
41.91,-87.65,Hazard,Shoulder,42
41.91,-87.65,Hazard,Unclassified,14
41.91,-87.65,Hazard,Weather,10
41.91,-87.65,Road Closure,Unclassified,19
41.91,-87.65,Traffic Jam,Heavy,591
41.91,-87.65,Traffic Jam,Moderate,18
41.91,-87.65,Traffic Jam,Standstill,809
41.91,-87.65,Traffic Jam,Unclassified,233
41.91,-87.64,Accident,Major,1
41.91,-87.64,Accident,Minor,1
41.91,-87.64,Accident,Unclassified,12
41.91,-87.64,Hazard,Road,106
41.91,-87.64,Hazard,Shoulder,12
41.91,-87.64,Hazard,Weather,6
41.91,-87.64,Road Closure,Construction,1
41.91,-87.64,Road Closure,Unclassified,17
41.91,-87.64,Traffic Jam,Heavy,106
41.91,-87.64,Traffic Jam,Standstill,124
41.91,-87.64,Traffic Jam,Unclassified,66
41.91,-87.63,Accident,Major,15
41.91,-87.63,Accident,Minor,23
41.91,-87.63,Accident,Unclassified,190
41.91,-87.63,Hazard,Road,862
41.91,-87.63,Hazard,Shoulder,636
41.91,-87.63,Hazard,Unclassified,9
41.91,-87.63,Hazard,Weather,117
41.91,-87.63,Road Closure,Event,48
41.91,-87.63,Road Closure,Unclassified,78
41.91,-87.63,Traffic Jam,Heavy,927
41.91,-87.63,Traffic Jam,Moderate,23
41.91,-87.63,Traffic Jam,Standstill,785
41.91,-87.63,Traffic Jam,Unclassified,290
41.91,-87.62,Accident,Major,3
41.91,-87.62,Accident,Minor,1
41.91,-87.62,Accident,Unclassified,5
41.91,-87.62,Hazard,Road,35
41.91,-87.62,Hazard,Shoulder,129
41.91,-87.62,Hazard,Weather,2
41.91,-87.62,Road Closure,Event,10
41.91,-87.62,Traffic Jam,Heavy,30
41.91,-87.62,Traffic Jam,Standstill,20
41.91,-87.62,Traffic Jam,Unclassified,14
41.91,-87.59,Traffic Jam,Standstill,1
41.92,-87.81,Accident,Minor,1
41.92,-87.81,Accident,Unclassified,13
41.92,-87.81,Hazard,Road,24
41.92,-87.81,Hazard,Shoulder,1
41.92,-87.81,Hazard,Unclassified,4
41.92,-87.81,Hazard,Weather,3
41.92,-87.81,Traffic Jam,Heavy,62
41.92,-87.81,Traffic Jam,Light,1
41.92,-87.81,Traffic Jam,Standstill,55
41.92,-87.81,Traffic Jam,Unclassified,31
41.92,-87.8,Accident,Major,2
41.92,-87.8,Accident,Minor,1
41.92,-87.8,Accident,Unclassified,6
41.92,-87.8,Hazard,Road,82
41.92,-87.8,Hazard,Shoulder,4
41.92,-87.8,Road Closure,Unclassified,7
41.92,-87.8,Traffic Jam,Heavy,38
41.92,-87.8,Traffic Jam,Moderate,1
41.92,-87.8,Traffic Jam,Standstill,41
41.92,-87.8,Traffic Jam,Unclassified,21
41.92,-87.79,Accident,Minor,1
41.92,-87.79,Accident,Unclassified,11
41.92,-87.79,Hazard,Road,139
41.92,-87.79,Hazard,Shoulder,8
41.92,-87.79,Hazard,Weather,2
41.92,-87.79,Road Closure,Unclassified,1
41.92,-87.79,Traffic Jam,Heavy,44
41.92,-87.79,Traffic Jam,Moderate,1
41.92,-87.79,Traffic Jam,Standstill,38
41.92,-87.79,Traffic Jam,Unclassified,37
41.92,-87.78,Accident,Major,1
41.92,-87.78,Accident,Minor,2
41.92,-87.78,Accident,Unclassified,10
41.92,-87.78,Hazard,Road,171
41.92,-87.78,Hazard,Shoulder,11
41.92,-87.78,Hazard,Weather,5
41.92,-87.78,Road Closure,Unclassified,1
41.92,-87.78,Traffic Jam,Heavy,60
41.92,-87.78,Traffic Jam,Standstill,33
41.92,-87.78,Traffic Jam,Unclassified,27
41.92,-87.77,Accident,Major,1
41.92,-87.77,Accident,Minor,1
41.92,-87.77,Accident,Unclassified,10
41.92,-87.77,Hazard,Road,209
41.92,-87.77,Hazard,Shoulder,9
41.92,-87.77,Hazard,Weather,2
41.92,-87.77,Road Closure,Unclassified,2
41.92,-87.77,Traffic Jam,Heavy,116
41.92,-87.77,Traffic Jam,Moderate,2
41.92,-87.77,Traffic Jam,Standstill,96
41.92,-87.77,Traffic Jam,Unclassified,56
41.92,-87.76,Accident,Major,3
41.92,-87.76,Accident,Minor,3
41.92,-87.76,Accident,Unclassified,12
41.92,-87.76,Hazard,Road,198
41.92,-87.76,Hazard,Shoulder,8
41.92,-87.76,Hazard,Unclassified,1
41.92,-87.76,Road Closure,Unclassified,1
41.92,-87.76,Traffic Jam,Heavy,227
41.92,-87.76,Traffic Jam,Moderate,7
41.92,-87.76,Traffic Jam,Standstill,161
41.92,-87.76,Traffic Jam,Unclassified,76
41.92,-87.75,Accident,Major,1
41.92,-87.75,Accident,Minor,3
41.92,-87.75,Accident,Unclassified,31
41.92,-87.75,Hazard,Road,92
41.92,-87.75,Hazard,Shoulder,3
41.92,-87.75,Hazard,Weather,5
41.92,-87.75,Road Closure,Unclassified,2
41.92,-87.75,Traffic Jam,Heavy,93
41.92,-87.75,Traffic Jam,Moderate,10
41.92,-87.75,Traffic Jam,Standstill,58
41.92,-87.75,Traffic Jam,Unclassified,62
41.92,-87.74,Accident,Unclassified,13
41.92,-87.74,Hazard,Road,110
41.92,-87.74,Hazard,Shoulder,4
41.92,-87.74,Hazard,Weather,1
41.92,-87.74,Road Closure,Unclassified,5
41.92,-87.74,Traffic Jam,Heavy,50
41.92,-87.74,Traffic Jam,Moderate,6
41.92,-87.74,Traffic Jam,Standstill,19
41.92,-87.74,Traffic Jam,Unclassified,43
41.92,-87.73,Accident,Minor,3
41.92,-87.73,Accident,Unclassified,28
41.92,-87.73,Hazard,Road,216
41.92,-87.73,Hazard,Shoulder,11
41.92,-87.73,Hazard,Weather,9
41.92,-87.73,Road Closure,Unclassified,10
41.92,-87.73,Traffic Jam,Heavy,138
41.92,-87.73,Traffic Jam,Moderate,2
41.92,-87.73,Traffic Jam,Standstill,78
41.92,-87.73,Traffic Jam,Unclassified,88
41.92,-87.72,Accident,Major,1
41.92,-87.72,Accident,Unclassified,11
41.92,-87.72,Hazard,Road,138
41.92,-87.72,Hazard,Shoulder,3
41.92,-87.72,Hazard,Weather,3
41.92,-87.72,Road Closure,Unclassified,9
41.92,-87.72,Traffic Jam,Heavy,103
41.92,-87.72,Traffic Jam,Moderate,4
41.92,-87.72,Traffic Jam,Standstill,31
41.92,-87.72,Traffic Jam,Unclassified,47
41.92,-87.71,Accident,Major,1
41.92,-87.71,Accident,Minor,1
41.92,-87.71,Accident,Unclassified,18
41.92,-87.71,Hazard,Road,200
41.92,-87.71,Hazard,Shoulder,14
41.92,-87.71,Hazard,Unclassified,1
41.92,-87.71,Hazard,Weather,17
41.92,-87.71,Road Closure,Unclassified,111
41.92,-87.71,Traffic Jam,Heavy,113
41.92,-87.71,Traffic Jam,Moderate,4
41.92,-87.71,Traffic Jam,Standstill,72
41.92,-87.71,Traffic Jam,Unclassified,79
41.92,-87.7,Accident,Major,2
41.92,-87.7,Accident,Minor,3
41.92,-87.7,Accident,Unclassified,38
41.92,-87.7,Hazard,Road,348
41.92,-87.7,Hazard,Shoulder,26
41.92,-87.7,Hazard,Unclassified,1
41.92,-87.7,Hazard,Weather,8
41.92,-87.7,Road Closure,Unclassified,12
41.92,-87.7,Traffic Jam,Heavy,731
41.92,-87.7,Traffic Jam,Moderate,6
41.92,-87.7,Traffic Jam,Standstill,326
41.92,-87.7,Traffic Jam,Unclassified,137
41.92,-87.69,Accident,Major,2
41.92,-87.69,Accident,Minor,5
41.92,-87.69,Accident,Unclassified,53
41.92,-87.69,Hazard,Road,437
41.92,-87.69,Hazard,Shoulder,24
41.92,-87.69,Hazard,Unclassified,1
41.92,-87.69,Hazard,Weather,12
41.92,-87.69,Road Closure,Unclassified,27
41.92,-87.69,Traffic Jam,Heavy,338
41.92,-87.69,Traffic Jam,Moderate,11
41.92,-87.69,Traffic Jam,Standstill,397
41.92,-87.69,Traffic Jam,Unclassified,137
41.92,-87.68,Accident,Major,25
41.92,-87.68,Accident,Minor,18
41.92,-87.68,Accident,Unclassified,160
41.92,-87.68,Hazard,Road,561
41.92,-87.68,Hazard,Shoulder,1249
41.92,-87.68,Hazard,Unclassified,12
41.92,-87.68,Hazard,Weather,18
41.92,-87.68,Road Closure,Unclassified,24
41.92,-87.68,Traffic Jam,Heavy,1960
41.92,-87.68,Traffic Jam,Moderate,65
41.92,-87.68,Traffic Jam,Standstill,1285
41.92,-87.68,Traffic Jam,Unclassified,532
41.92,-87.67,Accident,Major,54
41.92,-87.67,Accident,Minor,36
41.92,-87.67,Accident,Unclassified,238
41.92,-87.67,Hazard,Road,915
41.92,-87.67,Hazard,Shoulder,1502
41.92,-87.67,Hazard,Unclassified,19
41.92,-87.67,Hazard,Weather,51
41.92,-87.67,Road Closure,Event,2
41.92,-87.67,Road Closure,Unclassified,11
41.92,-87.67,Traffic Jam,Heavy,2458
41.92,-87.67,Traffic Jam,Moderate,91
41.92,-87.67,Traffic Jam,Standstill,1708
41.92,-87.67,Traffic Jam,Unclassified,612
41.92,-87.66,Accident,Major,1
41.92,-87.66,Accident,Minor,2
41.92,-87.66,Accident,Unclassified,46
41.92,-87.66,Hazard,Road,299
41.92,-87.66,Hazard,Shoulder,11
41.92,-87.66,Hazard,Unclassified,4
41.92,-87.66,Hazard,Weather,7
41.92,-87.66,Road Closure,Construction,1
41.92,-87.66,Road Closure,Event,2
41.92,-87.66,Road Closure,Unclassified,43
41.92,-87.66,Traffic Jam,Heavy,580
41.92,-87.66,Traffic Jam,Moderate,15
41.92,-87.66,Traffic Jam,Standstill,863
41.92,-87.66,Traffic Jam,Unclassified,196
41.92,-87.65,Accident,Major,1
41.92,-87.65,Accident,Unclassified,15
41.92,-87.65,Hazard,Road,199
41.92,-87.65,Hazard,Shoulder,13
41.92,-87.65,Hazard,Unclassified,1
41.92,-87.65,Hazard,Weather,7
41.92,-87.65,Road Closure,Event,1
41.92,-87.65,Road Closure,Unclassified,41
41.92,-87.65,Traffic Jam,Heavy,269
41.92,-87.65,Traffic Jam,Moderate,11
41.92,-87.65,Traffic Jam,Standstill,241
41.92,-87.65,Traffic Jam,Unclassified,118
41.92,-87.64,Accident,Major,2
41.92,-87.64,Accident,Minor,1
41.92,-87.64,Accident,Unclassified,25
41.92,-87.64,Hazard,Road,158
41.92,-87.64,Hazard,Shoulder,17
41.92,-87.64,Hazard,Weather,9
41.92,-87.64,Road Closure,Construction,1
41.92,-87.64,Road Closure,Unclassified,62
41.92,-87.64,Traffic Jam,Heavy,269
41.92,-87.64,Traffic Jam,Moderate,9
41.92,-87.64,Traffic Jam,Standstill,266
41.92,-87.64,Traffic Jam,Unclassified,98
41.92,-87.63,Accident,Major,9
41.92,-87.63,Accident,Minor,15
41.92,-87.63,Accident,Unclassified,92
41.92,-87.63,Hazard,Road,400
41.92,-87.63,Hazard,Shoulder,796
41.92,-87.63,Hazard,Unclassified,5
41.92,-87.63,Hazard,Weather,33
41.92,-87.63,Road Closure,Event,71
41.92,-87.63,Road Closure,Unclassified,24
41.92,-87.63,Traffic Jam,Heavy,371
41.92,-87.63,Traffic Jam,Moderate,11
41.92,-87.63,Traffic Jam,Standstill,208
41.92,-87.63,Traffic Jam,Unclassified,141
41.93,-87.82,Hazard,Road,2
41.93,-87.81,Accident,Unclassified,9
41.93,-87.81,Hazard,Road,17
41.93,-87.81,Hazard,Shoulder,2
41.93,-87.81,Traffic Jam,Heavy,68
41.93,-87.81,Traffic Jam,Moderate,4
41.93,-87.81,Traffic Jam,Standstill,120
41.93,-87.81,Traffic Jam,Unclassified,30
41.93,-87.8,Accident,Minor,2
41.93,-87.8,Accident,Unclassified,11
41.93,-87.8,Hazard,Road,63
41.93,-87.8,Hazard,Unclassified,1
41.93,-87.8,Hazard,Weather,4
41.93,-87.8,Road Closure,Unclassified,5
41.93,-87.8,Traffic Jam,Heavy,25
41.93,-87.8,Traffic Jam,Moderate,1
41.93,-87.8,Traffic Jam,Standstill,22
41.93,-87.8,Traffic Jam,Unclassified,23
41.93,-87.79,Accident,Major,1
41.93,-87.79,Accident,Minor,1
41.93,-87.79,Accident,Unclassified,18
41.93,-87.79,Hazard,Road,71
41.93,-87.79,Hazard,Shoulder,3
41.93,-87.79,Hazard,Weather,8
41.93,-87.79,Road Closure,Unclassified,5
41.93,-87.79,Traffic Jam,Heavy,53
41.93,-87.79,Traffic Jam,Moderate,2
41.93,-87.79,Traffic Jam,Standstill,36
41.93,-87.79,Traffic Jam,Unclassified,37
41.93,-87.78,Accident,Unclassified,2
41.93,-87.78,Hazard,Road,29
41.93,-87.78,Hazard,Shoulder,3
41.93,-87.78,Hazard,Weather,1
41.93,-87.78,Traffic Jam,Heavy,38
41.93,-87.78,Traffic Jam,Moderate,3
41.93,-87.78,Traffic Jam,Standstill,18
41.93,-87.78,Traffic Jam,Unclassified,24
41.93,-87.77,Accident,Major,2
41.93,-87.77,Accident,Minor,2
41.93,-87.77,Accident,Unclassified,9
41.93,-87.77,Hazard,Road,98
41.93,-87.77,Hazard,Shoulder,3
41.93,-87.77,Hazard,Unclassified,1
41.93,-87.77,Hazard,Weather,6
41.93,-87.77,Road Closure,Unclassified,4
41.93,-87.77,Traffic Jam,Heavy,70
41.93,-87.77,Traffic Jam,Moderate,3
41.93,-87.77,Traffic Jam,Standstill,50
41.93,-87.77,Traffic Jam,Unclassified,33
41.93,-87.76,Accident,Minor,1
41.93,-87.76,Accident,Unclassified,12
41.93,-87.76,Hazard,Road,70
41.93,-87.76,Hazard,Shoulder,6
41.93,-87.76,Hazard,Weather,7
41.93,-87.76,Road Closure,Unclassified,3
41.93,-87.76,Traffic Jam,Heavy,63
41.93,-87.76,Traffic Jam,Moderate,4
41.93,-87.76,Traffic Jam,Standstill,28
41.93,-87.76,Traffic Jam,Unclassified,42
41.93,-87.75,Accident,Major,1
41.93,-87.75,Accident,Minor,1
41.93,-87.75,Accident,Unclassified,22
41.93,-87.75,Hazard,Road,215
41.93,-87.75,Hazard,Shoulder,7
41.93,-87.75,Hazard,Weather,6
41.93,-87.75,Road Closure,Event,2
41.93,-87.75,Road Closure,Unclassified,5
41.93,-87.75,Traffic Jam,Heavy,66
41.93,-87.75,Traffic Jam,Standstill,42
41.93,-87.75,Traffic Jam,Unclassified,49
41.93,-87.74,Accident,Major,1
41.93,-87.74,Accident,Unclassified,12
41.93,-87.74,Hazard,Road,49
41.93,-87.74,Hazard,Shoulder,3
41.93,-87.74,Hazard,Weather,5
41.93,-87.74,Road Closure,Unclassified,4
41.93,-87.74,Traffic Jam,Heavy,46
41.93,-87.74,Traffic Jam,Moderate,2
41.93,-87.74,Traffic Jam,Standstill,32
41.93,-87.74,Traffic Jam,Unclassified,35
41.93,-87.73,Accident,Minor,1
41.93,-87.73,Accident,Unclassified,17
41.93,-87.73,Hazard,Road,89
41.93,-87.73,Hazard,Shoulder,6
41.93,-87.73,Hazard,Weather,3
41.93,-87.73,Road Closure,Unclassified,10
41.93,-87.73,Traffic Jam,Heavy,115
41.93,-87.73,Traffic Jam,Moderate,9
41.93,-87.73,Traffic Jam,Standstill,58
41.93,-87.73,Traffic Jam,Unclassified,59
41.93,-87.72,Accident,Minor,1
41.93,-87.72,Accident,Unclassified,11
41.93,-87.72,Hazard,Road,166
41.93,-87.72,Hazard,Shoulder,7
41.93,-87.72,Hazard,Weather,4
41.93,-87.72,Road Closure,Unclassified,28
41.93,-87.72,Traffic Jam,Heavy,121
41.93,-87.72,Traffic Jam,Moderate,6
41.93,-87.72,Traffic Jam,Standstill,128
41.93,-87.72,Traffic Jam,Unclassified,65
41.93,-87.71,Accident,Major,2
41.93,-87.71,Accident,Minor,6
41.93,-87.71,Accident,Unclassified,27
41.93,-87.71,Hazard,Road,502
41.93,-87.71,Hazard,Shoulder,28
41.93,-87.71,Hazard,Unclassified,2
41.93,-87.71,Hazard,Weather,17
41.93,-87.71,Road Closure,Unclassified,64
41.93,-87.71,Traffic Jam,Heavy,416
41.93,-87.71,Traffic Jam,Moderate,13
41.93,-87.71,Traffic Jam,Standstill,480
41.93,-87.71,Traffic Jam,Unclassified,182
41.93,-87.7,Accident,Major,37
41.93,-87.7,Accident,Minor,10
41.93,-87.7,Accident,Unclassified,151
41.93,-87.7,Hazard,Road,779
41.93,-87.7,Hazard,Shoulder,1212
41.93,-87.7,Hazard,Unclassified,9
41.93,-87.7,Hazard,Weather,16
41.93,-87.7,Road Closure,Construction,1
41.93,-87.7,Road Closure,Event,3
41.93,-87.7,Road Closure,Unclassified,32
41.93,-87.7,Traffic Jam,Heavy,2017
41.93,-87.7,Traffic Jam,Moderate,40
41.93,-87.7,Traffic Jam,Standstill,1372
41.93,-87.7,Traffic Jam,Unclassified,423
41.93,-87.69,Accident,Major,47
41.93,-87.69,Accident,Minor,31
41.93,-87.69,Accident,Unclassified,203
41.93,-87.69,Hazard,Road,974
41.93,-87.69,Hazard,Shoulder,2042
41.93,-87.69,Hazard,Unclassified,10
41.93,-87.69,Hazard,Weather,33
41.93,-87.69,Road Closure,Event,1
41.93,-87.69,Road Closure,Unclassified,5
41.93,-87.69,Traffic Jam,Heavy,2514
41.93,-87.69,Traffic Jam,Moderate,63
41.93,-87.69,Traffic Jam,Standstill,1566
41.93,-87.69,Traffic Jam,Unclassified,593
41.93,-87.68,Accident,Major,12
41.93,-87.68,Accident,Minor,14
41.93,-87.68,Accident,Unclassified,79
41.93,-87.68,Hazard,Road,549
41.93,-87.68,Hazard,Shoulder,356
41.93,-87.68,Hazard,Unclassified,3
41.93,-87.68,Hazard,Weather,16
41.93,-87.68,Road Closure,Unclassified,5
41.93,-87.68,Traffic Jam,Heavy,1132
41.93,-87.68,Traffic Jam,Moderate,44
41.93,-87.68,Traffic Jam,Standstill,988
41.93,-87.68,Traffic Jam,Unclassified,358
41.93,-87.67,Accident,Major,8
41.93,-87.67,Accident,Minor,8
41.93,-87.67,Accident,Unclassified,59
41.93,-87.67,Hazard,Road,325
41.93,-87.67,Hazard,Shoulder,40
41.93,-87.67,Hazard,Weather,12
41.93,-87.67,Road Closure,Hazard,1
41.93,-87.67,Road Closure,Unclassified,14
41.93,-87.67,Traffic Jam,Heavy,743
41.93,-87.67,Traffic Jam,Moderate,24
41.93,-87.67,Traffic Jam,Standstill,792
41.93,-87.67,Traffic Jam,Unclassified,223
41.93,-87.66,Accident,Major,4
41.93,-87.66,Accident,Unclassified,18
41.93,-87.66,Hazard,Road,185
41.93,-87.66,Hazard,Shoulder,15
41.93,-87.66,Hazard,Weather,9
41.93,-87.66,Road Closure,Event,1
41.93,-87.66,Road Closure,Unclassified,32
41.93,-87.66,Traffic Jam,Heavy,325
41.93,-87.66,Traffic Jam,Moderate,9
41.93,-87.66,Traffic Jam,Standstill,279
41.93,-87.66,Traffic Jam,Unclassified,146
41.93,-87.65,Accident,Major,3
41.93,-87.65,Accident,Minor,2
41.93,-87.65,Accident,Unclassified,33
41.93,-87.65,Hazard,Road,216
41.93,-87.65,Hazard,Shoulder,18
41.93,-87.65,Hazard,Unclassified,1
41.93,-87.65,Hazard,Weather,14
41.93,-87.65,Road Closure,Construction,1
41.93,-87.65,Road Closure,Unclassified,129
41.93,-87.65,Traffic Jam,Heavy,445
41.93,-87.65,Traffic Jam,Moderate,31
41.93,-87.65,Traffic Jam,Standstill,458
41.93,-87.65,Traffic Jam,Unclassified,200
41.93,-87.64,Accident,Major,3
41.93,-87.64,Accident,Minor,3
41.93,-87.64,Accident,Unclassified,26
41.93,-87.64,Hazard,Road,198
41.93,-87.64,Hazard,Shoulder,27
41.93,-87.64,Hazard,Weather,9
41.93,-87.64,Road Closure,Event,28
41.93,-87.64,Road Closure,Unclassified,51
41.93,-87.64,Traffic Jam,Heavy,320
41.93,-87.64,Traffic Jam,Moderate,10
41.93,-87.64,Traffic Jam,Standstill,317
41.93,-87.64,Traffic Jam,Unclassified,136
41.93,-87.63,Accident,Major,7
41.93,-87.63,Accident,Minor,13
41.93,-87.63,Accident,Unclassified,104
41.93,-87.63,Hazard,Road,438
41.93,-87.63,Hazard,Shoulder,860
41.93,-87.63,Hazard,Unclassified,11
41.93,-87.63,Hazard,Weather,42
41.93,-87.63,Road Closure,Construction,1
41.93,-87.63,Road Closure,Event,49
41.93,-87.63,Road Closure,Unclassified,40
41.93,-87.63,Traffic Jam,Heavy,492
41.93,-87.63,Traffic Jam,Moderate,12
41.93,-87.63,Traffic Jam,Standstill,381
41.93,-87.63,Traffic Jam,Unclassified,168
41.94,-87.9,Accident,Unclassified,1
41.94,-87.9,Hazard,Road,15
41.94,-87.9,Hazard,Shoulder,3
41.94,-87.9,Hazard,Unclassified,2
41.94,-87.9,Hazard,Weather,1
41.94,-87.9,Traffic Jam,Heavy,1
41.94,-87.84,Accident,Major,1
41.94,-87.84,Accident,Minor,3
41.94,-87.84,Accident,Unclassified,27
41.94,-87.84,Hazard,Road,95
41.94,-87.84,Hazard,Shoulder,27
41.94,-87.84,Hazard,Unclassified,5
41.94,-87.84,Hazard,Weather,5
41.94,-87.84,Traffic Jam,Heavy,56
41.94,-87.84,Traffic Jam,Standstill,47
41.94,-87.84,Traffic Jam,Unclassified,15
41.94,-87.83,Accident,Major,1
41.94,-87.83,Accident,Unclassified,10
41.94,-87.83,Hazard,Road,71
41.94,-87.83,Hazard,Shoulder,9
41.94,-87.83,Hazard,Unclassified,3
41.94,-87.83,Hazard,Weather,1
41.94,-87.83,Road Closure,Unclassified,2
41.94,-87.83,Traffic Jam,Heavy,13
41.94,-87.83,Traffic Jam,Moderate,3
41.94,-87.83,Traffic Jam,Standstill,8
41.94,-87.83,Traffic Jam,Unclassified,11
41.94,-87.82,Accident,Unclassified,3
41.94,-87.82,Hazard,Road,20
41.94,-87.82,Hazard,Shoulder,1
41.94,-87.82,Hazard,Unclassified,1
41.94,-87.82,Road Closure,Unclassified,3
41.94,-87.82,Traffic Jam,Heavy,1
41.94,-87.82,Traffic Jam,Moderate,1
41.94,-87.82,Traffic Jam,Standstill,2
41.94,-87.82,Traffic Jam,Unclassified,10
41.94,-87.81,Accident,Major,1
41.94,-87.81,Accident,Minor,2
41.94,-87.81,Accident,Unclassified,22
41.94,-87.81,Hazard,Road,93
41.94,-87.81,Hazard,Shoulder,1
41.94,-87.81,Hazard,Unclassified,6
41.94,-87.81,Hazard,Weather,5
41.94,-87.81,Road Closure,Unclassified,13
41.94,-87.81,Traffic Jam,Heavy,105
41.94,-87.81,Traffic Jam,Moderate,4
41.94,-87.81,Traffic Jam,Standstill,80
41.94,-87.81,Traffic Jam,Unclassified,54
41.94,-87.8,Accident,Minor,1
41.94,-87.8,Accident,Unclassified,10
41.94,-87.8,Hazard,Road,44
41.94,-87.8,Hazard,Shoulder,2
41.94,-87.8,Hazard,Weather,4
41.94,-87.8,Traffic Jam,Heavy,36
41.94,-87.8,Traffic Jam,Moderate,1
41.94,-87.8,Traffic Jam,Standstill,18
41.94,-87.8,Traffic Jam,Unclassified,20
41.94,-87.79,Accident,Major,1
41.94,-87.79,Accident,Unclassified,10
41.94,-87.79,Hazard,Road,82
41.94,-87.79,Hazard,Shoulder,3
41.94,-87.79,Hazard,Unclassified,1
